parsed_date,year,month,day_of_week,hour,category
2001-11-26 15:59:14,2001,11,Monday,15,personal
2001-11-15 08:23:11,2001,11,Thursday,8,personal
2001-10-26 08:44:42,2001,10,Friday,8,work
2001-10-29 12:54:44,2001,10,Monday,12,personal
2001-11-19 15:30:56,2001,11,Monday,15,personal
2001-10-25 09:11:14,2001,10,Thursday,9,notification
2001-10-26 04:47:39,2001,10,Friday,4,work
2001-11-15 14:01:33,2001,11,Thursday,14,work
2001-10-29 11:30:51,2001,10,Monday,11,work
2001-10-29 14:56:25,2001,10,Monday,14,work
2001-10-25 15:45:41,2001,10,Thursday,15,work
2001-10-12 09:25:16,2001,10,Friday,9,work
2001-10-16 07:50:33,2001,10,Tuesday,7,work
2001-10-29 14:31:06,2001,10,Monday,14,work
2001-10-29 18:59:07,2001,10,Monday,18,work
2001-10-29 07:48:17,2001,10,Monday,7,work
2001-10-25 12:40:17,2001,10,Thursday,12,personal
2001-10-25 12:16:51,2001,10,Thursday,12,notification
2001-11-15 11:10:32,2001,11,Thursday,11,work
2001-10-19 15:18:29,2001,10,Friday,15,work
2001-10-29 12:06:27,2001,10,Monday,12,work
2001-10-26 11:40:36,2001,10,Friday,11,work
2001-10-25 08:34:13,2001,10,Thursday,8,notification
2001-11-19 07:46:06,2001,11,Monday,7,work
2001-11-26 14:04:40,2001,11,Monday,14,work
2001-11-09 09:28:57,2001,11,Friday,9,work
2001-10-25 19:52:08,2001,10,Thursday,19,personal
2001-10-24 06:31:12,2001,10,Wednesday,6,work
2001-10-29 15:10:21,2001,10,Monday,15,work
2001-10-17 22:45:31,2001,10,Wednesday,22,work
2001-10-26 04:47:39,2001,10,Friday,4,work
2001-10-29 12:32:05,2001,10,Monday,12,work
2001-10-26 14:43:20,2001,10,Friday,14,work
2001-10-26 12:22:37,2001,10,Friday,12,notification
2001-10-28 05:29:15,2001,10,Sunday,5,work
2001-11-15 08:13:11,2001,11,Thursday,8,work
2001-10-10 06:06:00,2001,10,Wednesday,6,work
2000-09-19 06:04:00,2000,9,Tuesday,6,work
2001-09-25 09:08:48,2001,9,Tuesday,9,work
2001-10-31 16:10:39,2001,10,Wednesday,16,work
2001-10-08 11:12:16,2001,10,Monday,11,work
2001-10-31 14:13:14,2001,10,Wednesday,14,notification
2001-10-22 12:09:09,2001,10,Monday,12,personal
2001-10-24 11:17:44,2001,10,Wednesday,11,work
2001-10-02 13:59:30,2001,10,Tuesday,13,work
2001-10-08 15:34:34,2001,10,Monday,15,work
2001-09-25 12:43:55,2001,9,Tuesday,12,work
2001-10-22 16:10:01,2001,10,Monday,16,work
2001-10-10 16:05:09,2001,10,Wednesday,16,work
2001-09-25 06:37:02,2001,9,Tuesday,6,work
2001-10-22 14:13:59,2001,10,Monday,14,work
2001-11-14 08:27:09,2001,11,Wednesday,8,work
2001-10-04 06:46:32,2001,10,Thursday,6,work
2001-10-22 08:58:28,2001,10,Monday,8,work
2001-10-16 13:23:19,2001,10,Tuesday,13,work
2001-10-19 14:46:16,2001,10,Friday,14,work
2001-10-08 11:19:58,2001,10,Monday,11,work
2001-10-05 06:49:23,2001,10,Friday,6,work
2001-10-01 05:54:18,2001,10,Monday,5,work
2001-10-04 08:45:05,2001,10,Thursday,8,work
2001-10-24 15:01:42,2001,10,Wednesday,15,work
2001-09-25 06:10:56,2001,9,Tuesday,6,work
2001-11-16 15:59:48,2001,11,Friday,15,work
2001-10-11 08:13:14,2001,10,Thursday,8,work
2001-11-13 12:40:28,2001,11,Tuesday,12,work
2001-11-26 09:14:13,2001,11,Monday,9,work
2001-09-26 15:57:34,2001,9,Wednesday,15,work
2001-10-01 07:24:05,2001,10,Monday,7,work
2001-10-16 11:10:19,2001,10,Tuesday,11,work
2001-11-15 10:31:28,2001,11,Thursday,10,work
2001-10-17 13:16:33,2001,10,Wednesday,13,work
2001-10-26 14:22:05,2001,10,Friday,14,work
2001-10-09 08:04:35,2001,10,Tuesday,8,work
2001-10-11 15:30:56,2001,10,Thursday,15,work
2001-11-09 09:00:04,2001,11,Friday,9,work
2001-10-08 07:47:01,2001,10,Monday,7,work
2001-10-19 15:12:19,2001,10,Friday,15,work
2001-11-09 07:48:49,2001,11,Friday,7,work
2001-10-03 07:15:56,2001,10,Wednesday,7,work
2001-10-25 14:28:41,2001,10,Thursday,14,work
2001-10-26 11:26:49,2001,10,Friday,11,personal
2001-11-26 05:46:18,2001,11,Monday,5,work
2001-10-31 13:51:24,2001,10,Wednesday,13,work
2001-10-12 07:13:52,2001,10,Friday,7,work
2001-11-26 06:52:10,2001,11,Monday,6,work
2001-10-16 13:08:26,2001,10,Tuesday,13,work
2001-10-25 13:48:09,2001,10,Thursday,13,work
2001-11-26 12:27:36,2001,11,Monday,12,work
2001-09-25 15:05:15,2001,9,Tuesday,15,work
2001-10-10 08:17:46,2001,10,Wednesday,8,work
2001-11-13 11:29:57,2001,11,Tuesday,11,work
2001-10-15 15:03:51,2001,10,Monday,15,work
2001-10-25 14:32:07,2001,10,Thursday,14,notification
2001-10-01 07:12:23,2001,10,Monday,7,personal
2001-11-02 09:32:42,2001,11,Friday,9,notification
2001-10-16 15:04:42,2001,10,Tuesday,15,work
2001-10-02 11:21:49,2001,10,Tuesday,11,work
2001-10-02 14:47:16,2001,10,Tuesday,14,work
2001-10-26 12:01:38,2001,10,Friday,12,work
2001-11-01 08:07:20,2001,11,Thursday,8,work
2001-11-12 08:00:57,2001,11,Monday,8,work
2001-10-11 15:27:50,2001,10,Thursday,15,work
2001-10-11 13:50:42,2001,10,Thursday,13,work
2001-10-12 07:33:34,2001,10,Friday,7,work
2001-10-24 11:27:54,2001,10,Wednesday,11,work
2001-09-26 07:50:32,2001,9,Wednesday,7,work
2001-10-01 15:45:52,2001,10,Monday,15,work
2001-10-24 11:57:46,2001,10,Wednesday,11,work
2001-09-25 09:01:05,2001,9,Tuesday,9,work
2001-10-04 08:55:29,2001,10,Thursday,8,work
2001-10-16 11:16:16,2001,10,Tuesday,11,work
2001-10-24 15:01:03,2001,10,Wednesday,15,work
2001-10-10 07:02:51,2001,10,Wednesday,7,work
2001-11-02 11:14:59,2001,11,Friday,11,work
2001-11-15 12:00:43,2001,11,Thursday,12,work
2001-11-26 12:12:50,2001,11,Monday,12,work
2001-11-09 08:59:01,2001,11,Friday,8,work
2001-11-15 13:34:09,2001,11,Thursday,13,work
2001-11-26 15:14:16,2001,11,Monday,15,work
2001-10-15 08:13:51,2001,10,Monday,8,work
2001-10-08 11:09:58,2001,10,Monday,11,work
2001-09-26 07:52:01,2001,9,Wednesday,7,work
2001-10-26 11:43:22,2001,10,Friday,11,work
2001-11-14 14:47:03,2001,11,Wednesday,14,work
2001-11-15 13:32:07,2001,11,Thursday,13,work
2001-10-04 07:32:56,2001,10,Thursday,7,work
2001-10-25 13:19:38,2001,10,Thursday,13,work
2001-10-18 11:05:18,2001,10,Thursday,11,work
2001-10-26 08:01:14,2001,10,Friday,8,personal
2001-09-25 06:41:58,2001,9,Tuesday,6,work
2001-11-14 13:53:35,2001,11,Wednesday,13,work
2001-10-22 08:59:35,2001,10,Monday,8,work
2001-11-09 07:47:17,2001,11,Friday,7,work
2001-10-03 09:31:27,2001,10,Wednesday,9,work
2001-10-01 06:49:28,2001,10,Monday,6,work
2000-09-25 05:28:00,2000,9,Monday,5,notification
2000-06-05 02:25:00,2000,6,Monday,2,work
2000-07-19 03:11:00,2000,7,Wednesday,3,work
2000-11-01 05:42:00,2000,11,Wednesday,5,work
2000-09-10 13:58:00,2000,9,Sunday,13,work
2000-09-07 14:36:00,2000,9,Thursday,14,work
2000-10-06 01:05:00,2000,10,Friday,1,work
2000-07-24 00:28:00,2000,7,Monday,0,work
2000-09-09 10:38:00,2000,9,Saturday,10,work
2000-09-10 01:13:00,2000,9,Sunday,1,work
2000-12-10 08:44:00,2000,12,Sunday,8,work
2001-02-15 09:13:00,2001,2,Thursday,9,work
2000-09-11 01:42:00,2000,9,Monday,1,work
2000-10-08 18:48:00,2000,10,Sunday,18,notification
2001-01-23 23:56:00,2001,1,Tuesday,23,work
2001-02-14 21:45:00,2001,2,Wednesday,21,work
2000-06-21 10:20:00,2000,6,Wednesday,10,work
2001-04-25 10:12:00,2001,4,Wednesday,10,work
2000-06-29 08:50:00,2000,6,Thursday,8,work
2000-09-11 02:13:00,2000,9,Monday,2,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 15:44:00,2001,7,Thursday,15,work
2001-07-26 17:42:15,2001,7,Thursday,17,notification
2001-07-26 17:42:33,2001,7,Thursday,17,notification
2001-10-22 10:38:25,2001,10,Monday,10,notification
2001-07-26 17:42:14,2001,7,Thursday,17,notification
2001-07-26 17:42:16,2001,7,Thursday,17,notification
2001-08-09 09:39:41,2001,8,Thursday,9,notification
2001-07-26 17:42:43,2001,7,Thursday,17,notification
2001-07-26 17:43:03,2001,7,Thursday,17,notification
2001-07-26 17:42:15,2001,7,Thursday,17,notification
2001-07-26 17:42:57,2001,7,Thursday,17,notification
2001-10-02 14:02:04,2001,10,Tuesday,14,notification
2001-07-26 17:42:28,2001,7,Thursday,17,notification
2001-07-26 17:42:16,2001,7,Thursday,17,notification
2001-07-26 17:42:28,2001,7,Thursday,17,notification
2001-07-26 17:42:14,2001,7,Thursday,17,notification
2001-10-05 06:16:28,2001,10,Friday,6,notification
2001-07-26 17:42:32,2001,7,Thursday,17,notification
2001-11-07 11:51:49,2001,11,Wednesday,11,work
2001-07-18 17:48:00,2001,7,Wednesday,17,personal
2001-07-13 11:57:00,2001,7,Friday,11,work
2001-10-11 09:11:54,2001,10,Thursday,9,work
2001-10-04 07:06:54,2001,10,Thursday,7,work
2001-06-28 12:42:00,2001,6,Thursday,12,work
2001-07-18 17:27:00,2001,7,Wednesday,17,work
2001-10-01 20:47:50,2001,10,Monday,20,work
2001-11-08 07:57:54,2001,11,Thursday,7,work
2001-07-26 17:41:42,2001,7,Thursday,17,work
2001-11-14 13:58:05,2001,11,Wednesday,13,spam
2001-11-27 13:35:15,2001,11,Tuesday,13,spam
2001-10-18 07:41:14,2001,10,Thursday,7,spam
2001-11-27 12:08:34,2001,11,Tuesday,12,spam
2001-10-25 01:54:06,2001,10,Thursday,1,spam
2001-11-21 04:13:55,2001,11,Wednesday,4,spam
2001-10-18 11:16:13,2001,10,Thursday,11,spam
2001-10-24 11:28:14,2001,10,Wednesday,11,spam
2001-11-19 01:58:46,2001,11,Monday,1,spam
2001-11-26 03:23:46,2001,11,Monday,3,spam
2001-10-22 10:19:41,2001,10,Monday,10,spam
2001-10-22 16:58:54,2001,10,Monday,16,spam
2001-11-20 07:57:59,2001,11,Tuesday,7,spam
2001-11-26 06:36:04,2001,11,Monday,6,spam
2001-10-18 20:40:21,2001,10,Thursday,20,spam
2001-11-20 02:38:18,2001,11,Tuesday,2,spam
2001-11-18 22:41:50,2001,11,Sunday,22,spam
2001-10-22 12:40:27,2001,10,Monday,12,spam
2001-11-26 11:44:15,2001,11,Monday,11,spam
2001-10-17 19:29:38,2001,10,Wednesday,19,spam
2001-10-22 17:08:48,2001,10,Monday,17,spam
2001-11-22 12:00:47,2001,11,Thursday,12,spam
2001-10-19 14:41:25,2001,10,Friday,14,spam
2001-10-17 21:20:01,2001,10,Wednesday,21,spam
2001-10-22 06:12:27,2001,10,Monday,6,spam
2001-11-16 11:25:28,2001,11,Friday,11,spam
2001-11-19 15:38:59,2001,11,Monday,15,spam
2001-11-16 16:52:00,2001,11,Friday,16,spam
2001-10-21 21:47:18,2001,10,Sunday,21,spam
2001-10-20 10:31:29,2001,10,Saturday,10,spam
2001-11-21 00:40:31,2001,11,Wednesday,0,spam
2001-11-22 11:24:11,2001,11,Thursday,11,spam
2001-10-26 07:23:17,2001,10,Friday,7,spam
2001-10-24 08:49:08,2001,10,Wednesday,8,spam
2001-11-19 15:12:07,2001,11,Monday,15,spam
2001-11-16 11:30:03,2001,11,Friday,11,spam
2001-11-19 15:21:36,2001,11,Monday,15,spam
2001-10-19 05:00:17,2001,10,Friday,5,spam
2001-11-26 11:19:59,2001,11,Monday,11,spam
2001-10-19 14:08:20,2001,10,Friday,14,spam
2001-10-25 01:17:08,2001,10,Thursday,1,spam
2001-11-19 18:44:58,2001,11,Monday,18,spam
2001-10-25 12:08:06,2001,10,Thursday,12,spam
2001-11-16 06:32:59,2001,11,Friday,6,spam
2001-10-11 09:05:29,2001,10,Thursday,9,spam
2001-10-25 16:23:43,2001,10,Thursday,16,spam
2001-10-22 11:41:59,2001,10,Monday,11,spam
2001-11-26 09:26:17,2001,11,Monday,9,spam
2001-10-21 18:14:05,2001,10,Sunday,18,spam
2001-10-17 13:03:19,2001,10,Wednesday,13,spam
2001-10-09 12:35:08,2001,10,Tuesday,12,spam
2001-11-19 14:55:18,2001,11,Monday,14,spam
2001-11-19 14:50:53,2001,11,Monday,14,spam
2001-10-22 13:35:17,2001,10,Monday,13,spam
2001-11-16 12:58:51,2001,11,Friday,12,spam
2001-11-15 09:22:40,2001,11,Thursday,9,spam
2001-11-26 00:46:31,2001,11,Monday,0,spam
2001-11-16 15:06:04,2001,11,Friday,15,spam
2001-08-16 11:54:19,2001,8,Thursday,11,work
2001-11-05 14:59:21,2001,11,Monday,14,work
2001-10-07 14:32:40,2001,10,Sunday,14,work
2001-06-26 12:11:00,2001,6,Tuesday,12,work
2001-09-14 06:34:12,2001,9,Friday,6,work
2001-06-26 17:32:00,2001,6,Tuesday,17,notification
2001-07-24 13:42:00,2001,7,Tuesday,13,work
2001-10-07 14:32:40,2001,10,Sunday,14,work
2001-10-15 15:18:32,2001,10,Monday,15,work
2001-08-17 11:27:47,2001,8,Friday,11,work
2001-07-18 16:29:00,2001,7,Wednesday,16,work
2001-11-16 12:55:08,2001,11,Friday,12,work
2001-10-09 15:12:29,2001,10,Tuesday,15,work
2001-10-26 09:34:53,2001,10,Friday,9,personal
2001-08-02 10:28:40,2001,8,Thursday,10,work
2001-09-10 10:24:27,2001,9,Monday,10,work
2001-07-24 12:20:00,2001,7,Tuesday,12,work
2001-09-25 17:00:14,2001,9,Tuesday,17,work
2001-10-02 09:10:00,2001,10,Tuesday,9,work
2001-09-14 16:02:27,2001,9,Friday,16,work
2001-09-13 07:05:05,2001,9,Thursday,7,personal
2001-08-22 00:47:40,2001,8,Wednesday,0,work
2001-09-12 12:49:09,2001,9,Wednesday,12,work
2001-08-14 09:08:09,2001,8,Tuesday,9,work
2001-09-18 08:35:46,2001,9,Tuesday,8,work
2001-06-27 19:32:00,2001,6,Wednesday,19,work
2001-09-20 10:51:00,2001,9,Thursday,10,work
2001-08-23 06:55:58,2001,8,Thursday,6,work
2001-09-26 13:52:14,2001,9,Wednesday,13,work
2001-09-24 21:43:48,2001,9,Monday,21,work
2001-10-26 04:47:25,2001,10,Friday,4,personal
2001-10-18 07:38:37,2001,10,Thursday,7,personal
2001-09-17 11:44:59,2001,9,Monday,11,work
2001-09-21 10:58:22,2001,9,Friday,10,work
2001-07-24 12:19:00,2001,7,Tuesday,12,work
2001-10-11 09:19:27,2001,10,Thursday,9,work
2001-09-13 10:49:29,2001,9,Thursday,10,work
2001-09-02 17:41:13,2001,9,Sunday,17,personal
2001-06-27 22:24:00,2001,6,Wednesday,22,work
2001-10-22 15:24:42,2001,10,Monday,15,work
2001-07-06 09:32:00,2001,7,Friday,9,work
2001-06-26 19:03:00,2001,6,Tuesday,19,work
2001-09-24 08:26:08,2001,9,Monday,8,work
2001-07-18 11:42:00,2001,7,Wednesday,11,work
2001-10-09 10:48:44,2001,10,Tuesday,10,work
2001-10-22 11:34:06,2001,10,Monday,11,personal
2001-09-13 14:14:36,2001,9,Thursday,14,work
2001-10-22 15:21:15,2001,10,Monday,15,work
2001-09-18 08:35:46,2001,9,Tuesday,8,work
2001-08-23 12:35:46,2001,8,Thursday,12,work
2001-10-09 15:12:29,2001,10,Tuesday,15,work
2001-09-25 08:20:55,2001,9,Tuesday,8,work
2001-10-16 09:30:32,2001,10,Tuesday,9,work
2001-08-03 13:17:04,2001,8,Friday,13,work
2001-08-22 17:23:33,2001,8,Wednesday,17,work
2001-09-26 07:29:43,2001,9,Wednesday,7,work
2001-09-24 21:43:48,2001,9,Monday,21,work
2001-08-28 12:28:44,2001,8,Tuesday,12,work
2001-08-30 08:06:01,2001,8,Thursday,8,work
2001-10-23 12:13:42,2001,10,Tuesday,12,work
2001-10-10 06:10:20,2001,10,Wednesday,6,personal
2001-08-07 07:16:48,2001,8,Tuesday,7,notification
2001-10-17 14:38:16,2001,10,Wednesday,14,work
2001-07-10 19:53:00,2001,7,Tuesday,19,personal
2001-09-21 06:24:14,2001,9,Friday,6,personal
2001-08-02 10:45:37,2001,8,Thursday,10,notification
2001-07-20 16:41:00,2001,7,Friday,16,work
2001-07-24 12:22:00,2001,7,Tuesday,12,work
2001-10-18 14:36:37,2001,10,Thursday,14,work
2001-10-15 15:18:32,2001,10,Monday,15,work
2001-08-20 09:19:34,2001,8,Monday,9,work
2001-11-05 08:23:07,2001,11,Monday,8,work
2001-08-23 12:35:46,2001,8,Thursday,12,work
2001-10-02 09:10:00,2001,10,Tuesday,9,work
2001-10-15 15:18:35,2001,10,Monday,15,work
2001-08-15 23:04:12,2001,8,Wednesday,23,work
2001-09-12 12:59:26,2001,9,Wednesday,12,work
2001-09-25 15:35:57,2001,9,Tuesday,15,work
2001-10-18 14:36:37,2001,10,Thursday,14,work
2001-07-09 11:51:00,2001,7,Monday,11,work
2001-09-26 13:40:26,2001,9,Wednesday,13,work
2001-09-17 05:44:55,2001,9,Monday,5,work
2001-09-02 17:41:13,2001,9,Sunday,17,personal
2001-07-30 13:34:33,2001,7,Monday,13,work
2001-09-25 07:15:14,2001,9,Tuesday,7,personal
2001-09-13 14:43:34,2001,9,Thursday,14,work
2001-08-20 09:20:35,2001,8,Monday,9,work
2001-10-24 14:59:13,2001,10,Wednesday,14,work
2001-11-15 11:59:29,2001,11,Thursday,11,work
2001-07-16 13:41:00,2001,7,Monday,13,personal
2001-09-12 11:28:12,2001,9,Wednesday,11,work
2001-08-13 15:59:03,2001,8,Monday,15,work
2001-07-16 18:23:00,2001,7,Monday,18,work
2001-08-27 08:49:55,2001,8,Monday,8,work
2001-07-16 19:32:00,2001,7,Monday,19,work
2001-10-22 11:34:06,2001,10,Monday,11,personal
2001-08-16 11:54:19,2001,8,Thursday,11,work
2001-07-05 19:03:00,2001,7,Thursday,19,work
2001-10-02 02:58:43,2001,10,Tuesday,2,work
2001-07-09 03:42:00,2001,7,Monday,3,work
2001-08-15 08:49:55,2001,8,Wednesday,8,work
2001-10-02 22:31:37,2001,10,Tuesday,22,work
2001-07-24 12:18:00,2001,7,Tuesday,12,work
2001-09-09 16:53:53,2001,9,Sunday,16,work
2001-08-22 07:19:35,2001,8,Wednesday,7,work
2001-09-20 09:03:53,2001,9,Thursday,9,work
2001-09-27 12:19:59,2001,9,Thursday,12,work
2001-09-24 08:45:49,2001,9,Monday,8,work
2001-11-20 11:22:44,2001,11,Tuesday,11,work
2001-11-15 11:52:28,2001,11,Thursday,11,work
2001-10-09 09:09:56,2001,10,Tuesday,9,work
2001-11-26 14:44:04,2001,11,Monday,14,work
2001-09-20 09:06:30,2001,9,Thursday,9,work
2001-11-02 14:01:07,2001,11,Friday,14,work
2001-10-16 03:49:24,2001,10,Tuesday,3,work
2001-10-31 08:14:23,2001,10,Wednesday,8,work
2001-10-05 12:40:30,2001,10,Friday,12,work
2001-10-18 07:05:11,2001,10,Thursday,7,work
2001-11-26 15:16:53,2001,11,Monday,15,work
2001-10-18 05:49:42,2001,10,Thursday,5,work
2001-09-24 11:53:30,2001,9,Monday,11,work
2001-09-28 06:17:01,2001,9,Friday,6,work
2001-11-27 14:08:44,2001,11,Tuesday,14,work
2001-10-30 15:13:22,2001,10,Tuesday,15,work
2001-09-13 12:54:47,2001,9,Thursday,12,work
2000-11-15 06:35:00,2000,11,Wednesday,6,work
2000-12-04 10:44:00,2000,12,Monday,10,work
2001-04-30 03:08:00,2001,4,Monday,3,personal
2000-11-10 05:47:00,2000,11,Friday,5,work
2001-04-26 16:41:00,2001,4,Thursday,16,work
2000-11-20 11:58:00,2000,11,Monday,11,work
2001-05-14 06:26:00,2001,5,Monday,6,work
2001-04-27 00:06:00,2001,4,Friday,0,work
2001-05-10 17:53:00,2001,5,Thursday,17,work
2000-05-30 09:41:00,2000,5,Tuesday,9,work
2001-05-11 01:46:00,2001,5,Friday,1,work
2001-05-02 09:56:00,2001,5,Wednesday,9,personal
2001-04-23 09:27:00,2001,4,Monday,9,work
2000-04-06 05:04:00,2000,4,Thursday,5,work
2000-11-13 12:16:00,2000,11,Monday,12,work
2001-04-22 13:12:00,2001,4,Sunday,13,work
2000-11-10 02:27:00,2000,11,Friday,2,work
2001-05-04 10:01:00,2001,5,Friday,10,personal
2000-12-06 10:32:00,2000,12,Wednesday,10,work
2001-05-08 01:18:00,2001,5,Tuesday,1,work
2000-12-07 03:57:00,2000,12,Thursday,3,personal
2001-04-19 03:04:00,2001,4,Thursday,3,work
2000-12-05 11:33:00,2000,12,Tuesday,11,personal
2000-12-01 07:18:00,2000,12,Friday,7,notification
2000-11-15 02:53:00,2000,11,Wednesday,2,work
2001-05-04 02:00:00,2001,5,Friday,2,work
2000-05-01 08:52:00,2000,5,Monday,8,work
2001-04-25 00:05:00,2001,4,Wednesday,0,work
2001-05-02 08:58:00,2001,5,Wednesday,8,personal
2001-05-16 08:42:00,2001,5,Wednesday,8,spam
2000-11-15 11:31:00,2000,11,Wednesday,11,work
2000-12-13 11:14:00,2000,12,Wednesday,11,work
2001-04-19 00:06:00,2001,4,Thursday,0,work
2001-05-11 03:34:00,2001,5,Friday,3,work
2001-05-04 03:34:00,2001,5,Friday,3,work
2001-05-04 00:08:00,2001,5,Friday,0,work
2000-05-10 05:07:00,2000,5,Wednesday,5,work
2001-05-16 07:20:00,2001,5,Wednesday,7,personal
2001-05-01 00:01:00,2001,5,Tuesday,0,work
2001-04-24 00:51:00,2001,4,Tuesday,0,work
2001-04-20 00:11:00,2001,4,Friday,0,work
2001-04-20 05:01:00,2001,4,Friday,5,work
2001-05-14 00:48:00,2001,5,Monday,0,work
2001-05-04 03:25:00,2001,5,Friday,3,work
2000-12-13 08:34:00,2000,12,Wednesday,8,work
2001-04-29 10:01:00,2001,4,Sunday,10,work
2001-05-15 15:51:00,2001,5,Tuesday,15,work
2001-04-27 00:36:00,2001,4,Friday,0,work
2000-11-12 13:05:00,2000,11,Sunday,13,work
2001-04-19 00:43:00,2001,4,Thursday,0,work
2001-05-04 10:22:00,2001,5,Friday,10,work
2001-04-23 14:16:00,2001,4,Monday,14,personal
2000-12-01 07:20:00,2000,12,Friday,7,work
2001-04-23 13:26:00,2001,4,Monday,13,personal
2001-05-07 11:48:00,2001,5,Monday,11,personal
2001-04-30 03:10:00,2001,4,Monday,3,work
2000-06-22 09:13:00,2000,6,Thursday,9,work
2001-05-02 00:10:00,2001,5,Wednesday,0,work
2000-12-11 11:29:00,2000,12,Monday,11,work
2000-12-03 15:21:00,2000,12,Sunday,15,personal
2000-07-21 01:41:00,2000,7,Friday,1,notification
2001-05-01 03:49:00,2001,5,Tuesday,3,work
2001-05-16 01:31:00,2001,5,Wednesday,1,work
2001-04-24 14:17:00,2001,4,Tuesday,14,personal
2001-05-04 01:53:00,2001,5,Friday,1,work
2001-04-20 09:37:00,2001,4,Friday,9,work
2001-05-17 02:04:00,2001,5,Thursday,2,work
2001-04-27 09:42:00,2001,4,Friday,9,work
2001-05-01 04:03:00,2001,5,Tuesday,4,work
2000-11-30 02:27:00,2000,11,Thursday,2,work
2000-11-14 13:33:00,2000,11,Tuesday,13,personal
2000-12-05 09:58:00,2000,12,Tuesday,9,work
2001-04-19 03:38:00,2001,4,Thursday,3,work
2001-05-04 00:46:00,2001,5,Friday,0,work
2000-03-14 06:17:00,2000,3,Tuesday,6,work
2001-05-01 13:41:00,2001,5,Tuesday,13,personal
2001-04-19 03:50:00,2001,4,Thursday,3,work
2001-04-26 03:16:00,2001,4,Thursday,3,personal
2000-11-15 11:53:00,2000,11,Wednesday,11,work
2000-11-20 04:42:00,2000,11,Monday,4,work
2000-12-12 03:40:00,2000,12,Tuesday,3,work
2001-04-24 10:02:00,2001,4,Tuesday,10,work
